InChIKey,Isomeric_SMILES
JYPJJOONMBTTAR-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OCC(C(C2C3C(C4=C(C(=C(C(=C4C(=O)O3)C5=C(C(=C(C=C5C(=O)O2)O)O)O)O)O)O)O)O)O
ZVGODNZUEWDIPM-VOQICLRJSA-N,C/C(=C\C=C\C=C(\C)/C=C/C=C(\C)/C(=O)OC1C(C(C(C(O1)CO)O)O)O)/C=C/C=C(/C)\C(=O)O
VULLCGFNYWDRHL-BCMXLCDNSA-N,C/C(=C\C=C\C=C(\C)/C=C/C=C(\C)/C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)/C=C/C=C(/C)\C(=O)O
KBVVGMZQNYSITN-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(C=C(C=C3)C4=C(C(=O)C5=C(C=C(C=C5O4)O)O)O)OC)CO)O)O)O)O)O
QDAARMDLSCDBFU-MFDSWNTHSA-N,C1CCN(CC1)C(=O)/C=C/C=C\C2=CC=C(C=C2)O
MQZIGYBFDRPAKN-HDQLMXHPSA-N,CC1=C(C(CC(C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C)\C=C\C=C(/C)\C=C\C2=C(C(=O)C(CC2(C)C)O)C)/C)/C
AUBPDZJRJKZQEX-UHFFFAOYSA-N,CCCC(CC(CCC1=CC(=C(C=C1)O)OC)OC(=O)C)OC(=O)C
MORPELUWUARUFU-UHFFFAOYSA-N,C=CCCCCCC(C(CC#CC#CC(C=C)O)O)Cl
DVKQFBNYDILOTK-UHFFFAOYSA-N,CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)COC(=O)C(=O)O)O)O)O)OC
OGYBKWUOLWCQDS-VFCFBJKWSA-N,CCCCCCCCCCCCCCCC(=O)OCC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CC(=O)C=C(C)C)OC
ZTJZNRQMSBGEOJ-JBASAIQMSA-N,CCCCCCCCCCCCCCCCCC(=O)OCC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CC(=O)C=C(C)C)OC
SUAXEWQRYKSWIW-JWUQTBJASA-N,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OCC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CC(=O)C=C(C)C)OC
ZPOQFZFDKXZAGL-UHFFFAOYSA-N,CCC1C(C(C2=C1C(=CC(=C2OC)OC)OC)C3=CC(=C(C=C3OC)OC)OC)C
YYVVBACXPUHKFH-UHFFFAOYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)C=O)O
WLTXBTSNYDYARD-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C5CCC6C7C(CC(OC78CC6(C5(CCC4C3(C)C)C)CO8)C=C(C)C)(C)O)C)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)O
QFAOFAWTSOFSQA-UHFFFAOYSA-N,CC1C(=O)OC2CC1(C3C(=O)C4(C5C(CCC6(C3(C2(OC6=O)C)O4)O)C7(C(=CC5O)CC=CC7=O)C)O)C
IMAVGDVEEYAALY-MGHOLWCTSA-N,CC1=C(C(CC(C1)O)(C)C)/C=C/C(=C\C=C\C(=C/C=C/C=C(\C)/C=C\C=C(/C)\C(CC(=O)C)O)\C)/C
JQKHCULJNVYRGT-XOLODHEFSA-N,C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@H]3[C@@H]([C@H](OC4=CC(=CC(=C34)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC(=C(C=C6)O)O)O)O)O)C7=CC(=C(C=C7)O)O)O
PSAKYIJFKFCZFO-XAZJVICWSA-N,CC(C)CNC(=O)/C=C/C=C\CCC#CC#C
FTXZFRIHQNXZNH-UHFFFAOYSA-N,C=CCCCCCC1C(O1)CC#CC#CC(C=C)O
KLPNFWKZLQAVTH-UHFFFAOYSA-N,CC(C)(C1C(C2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)OC4C(C(C(C(O4)CO)O)O)O
BCLNKNUUTUITEA-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C=C(C(=O)O2)OC3=CC4=C(C=C3)C=CC(=O)O4)OC
AOKPDATZUBLDMG-UHFFFAOYSA-N,CC1=CCC(CC1=O)C(C)(CO)O
QWBJNLICFDXNJB-UHFFFAOYSA-N,CC1CCC(CC1OC2C(C(C(C(O2)CO)O)O)O)C(=C)CO
FOPFIQVPEVWICE-UHFFFAOYSA-N,CC(=C)C1CC=C(C(C1)O)COC2C(C(C(C(O2)CO)O)O)O
IXZUPBUEKFXTSD-JYRVWZFOSA-N,C/C(=C/COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/CCC(C(C)(C)O)O
WCBFKVBQHXJRCX-UHFFFAOYSA-N,CC(C)(C1CC2=C(O1)C=C3C(=C2O)C=CC(=O)O3)O
JMWIRXQFQXREAB-UHFFFAOYSA-N,CC(C)(C1CC2=C(O1)C=C3C(=C2O)C=CC(=O)O3)OC4C(C(C(C(O4)CO)O)O)O
KULKFALUVSLOHX-UHFFFAOYSA-N,CC(C)CC(=O)OC1C(C2=C3C(=C(C=C2OC1(C)C)OC)C=CC(=O)O3)O
OPQNNWVPHFUNEH-UHFFFAOYSA-N,CC1(C(=CC2=C(O1)C(=C3C(=C2O)C=CC(=O)O3)C(C)(C)C=C)C(C)(C)C=C)C
XYUJBOZUFFMPGO-UHFFFAOYSA-N,CC1CC(C2(C(C(=O)CCC2C1(C)COC3=CC4=C(C=C3)C=CC(=O)O4)C)C)O
VTFRDZFVCKUXNE-UHFFFAOYSA-N,C#CC#CC(CCO)O
VVURZXYIXNNJCG-XNTDXEJSSA-N,CC(=O)OCCCCCCCC/C=C/C(C#CC#CC(C=C)O)O
LYGMPIZYNJGJKP-BENRWUELSA-N,CCCCC/C=C(/CCCC)\C=O
HLDKDYHDZWXFNX-UHFFFAOYSA-N,CC1=CCC(CC1O)(C(C)C)OC2C(C(C(C(O2)CO)O)O)O
WBDMFFSFFQSHFV-UHFFFAOYSA-N,CC(C)C1(CCC(=CC1)CO)OC2C(C(C(C(O2)CO)O)O)O
QDQMEHXIUFCIGR-UHFFFAOYSA-N,CCC1=CC(=C(C=C1)O)C
LTRVUFFOMIUCPJ-UHFFFAOYSA-N,CCC1=C(C=C(C=C1)C)O
AVVVXUXMKWPKAJ-UHFFFAOYSA-N,CCC1=C(C=CC(=C1)C)O
BHWUWPHGCCRYBU-UHFFFAOYSA-N,COC(=O)CC1(C2=CC=CC=C2NC1=O)O
WNVDKDQMWFSCPI-UHFFFAOYSA-N,C=CCCCCCC(C(CC#CC#CC(C=C)O)O)O
UGTSZVWDFDIWIG-UHFFFAOYSA-N,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)S(=O)(=O)O
WGFLJEFKPRMWSU-UHFFFAOYSA-N,CC(=O)C=C=C1C(CC(CC1(C)O)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O)(C)C
UQPLEMTXCSYMEK-VQHVLOKHSA-N,CCCCCC(=O)OC/C=C/CCC
SDXLCXZRXWWAGW-UHFFFAOYSA-N,CC(CC1=CC2=C(C=C1)OCO2)C(C)C(C3=CC4=C(C=C3)OCO4)O
KQRXQIPRDKVZPW-UHFFFAOYSA-N,C1C2C(COC2C3=CC4=C(C=C3O)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
UJQVRPFUQYYCTH-UHFFFAOYSA-N,CCCCCCCC1C(O1)C(C#CC#CC(C=C)O)O
MVUIPZFMWQBRCM-UHFFFAOYSA-N,C1C2CC(C(N2)CC1O)O
UBVJENDWBOVRBS-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC4C(C(C(C(O4)CO)O)O)O
LDBPJTXLCRXBIJ-HJWRWDBZSA-N,CCCCCC/C=C\CCCCCCCC1=CC(=C(C(=C1)O)C)O
HVQWHMMQKIPWDD-UHFFFAOYSA-N,CCCC#CC#CCCCO
NVMLEKVHEUTCIU-UHFFFAOYSA-N,CCCC#CC#CCCCOC(=O)CC(C)C
WWXYBSVWYPHUPZ-UHFFFAOYSA-N,CC1=CC2=C(C=C1O)NC3=C2C=CC4=C3C=CC(O4)(C)CCC=C(C)C
JSIGICUAXLIURX-HJWRWDBZSA-N,C1CCN(C1)C(=O)/C=C\C2=CC=CC=C2
BFZBGTMIBOQWBA-BQGCWICQSA-N,CCCCC/C=C\C=C\C(=O)N1CCCC1
UAIYHWLHQSKQLW-PEGOPYGQSA-N,CCCCCCC/C=C/C=C/C(=O)N1CCCC1
FYGDTMLNYKFZSV-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
KDUZVQDAWGTXTF-FRKPEAEDSA-N,CC(=CCC/C(=C/CC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O)/C)C
RIARKSMMKCXBML-CTNZCSMESA-N,C[C@@]12CC[C@@]3(C(=C1C[C@@]4(C[C@H]2OC4=O)C)C=CC5[C@]3(CCC6[C@@]5(CC[C@@H]([C@]6(C)CO)O)C)C)C
SAJCKXGPHBRCAY-GFNMRPMFSA-N,C[C@H]1C2[C@H]3CCC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(C[C@@H]([C@]2(CC=C1C)CO)O)C)C)(C)C)O)C
SCAPWGHHHZEERU-UHFFFAOYSA-N,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CC(C2(C(C=C1C)O)C)O)C)C)(C)C)O)C
DGFGSUOQDJHNFL-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC)C5=CC(=C(C=C5)O)O)C)O)O)O
FZQRUXCCSWOZFJ-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)C)O)O)O)O)O
WACBUPFEGWUGPB-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O
PREUOUJFXMCMSJ-KWNZIKDBSA-N,C/C(=C\CO)/CC/C=C(/C)\CO
MKDSBDQLSLPNOQ-OZFAJWBBSA-N,C[C@@]12CC[C@@]3(C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1C[C@]6(C[C@@H]2OC6=O)C)C(=O)OC
PRTREKIVGSNQRM-IZZDOVSWSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)/C=C/C3=CC=C(C=C3)O)CO)OCCC4=CC=C(C=C4)O)O)O)O)O
SEATYFZPTMHEIW-UHFFFAOYSA-N,C(CNC(C(CNCC(=O)O)O)C(=O)O)C(C(=O)O)O
MQDGZZFOZKWSKP-UHFFFAOYSA-N,C(CNC(CC(NCC(=O)O)O)C(=O)O)C(C(=O)O)O
TTYAJXXKGDEWSY-VXMMCASNSA-N,C[C@]12CC[C@](CC1=C3C=CC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
WPDHECQXVOACTR-GCIJEDABSA-N,C[C@]12CC[C@](CC1=C3C=CC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
FEEAMUNPZANTSE-UHFFFAOYSA-N,CC1=C(C(=O)C=C(O1)CO)CO
DSVMWGREWREVQQ-QINSGFPZSA-N,CCCCCCCC(/C=C\C#CC#CC(C=C)O)O
WNSUMUNACHNURC-UHFFFAOYSA-N,CCCCCCCCC(CC#CC#CC(C=C)O)O
WWFOQQIWOKJBSJ-PLNGDYQASA-N,CC(=CCC1=C(C=C(C=C1O)/C=C\C2=CC=C(C=C2)O)O)C
YUTAFQVKXLDYFG-UHFFFAOYSA-N,CC(=C)C1CCC(=CC1)COC2C(C(C(C(O2)CO)O)O)O
JVGJXXNUVVQEIG-UHFFFAOYSA-N,CC(CCC=C(CO)CO)C1CCC2(C1(CC=C3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C
VADSVXSGIFBZLI-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)OC2C(C(C(C(O2)CO)O)O)O
MDWQSNIQXHNTCK-UHFFFAOYSA-N,CC(C)C1=CC2=C(CC1)C3(CCCC(C3CC2)(C)C=O)C
ZXYYTDCENDYKBR-UHFFFAOYSA-N,C1CC(=O)C2=C(C1O)C=CC=C2O
XEOWPOLWKNHXGL-NHQGMKOOSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC(=C(C=C1)OC)O
CKGKQISENBKOCA-FHXQZXMCSA-N,COC1=CC(=CC(=C1OC)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O
VKDMMOFAMUXTQZ-UHFFFAOYSA-N,CC1C(C2=C(C1=O)C(=C(C(=C2)C)CCOC3C(C(C(C(O3)CO)O)O)O)C)O
ACCYCJOHUMRMMV-UHFFFAOYSA-N,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC8(CC7OC8=O)C)C)C)C)C
FISBBPCLKKQWQA-XQRVVYSFSA-N,COC1=CC(=O)OC(C1)/C=C\C2=CC(=C(C=C2)OC)OC
XWZBLZPLPZOXQV-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C=CN=C2C(C3=CC=C(C=C3)O)O)O
QRKWLDOOAQAGAE-UHFFFAOYSA-N,CN1CCC2=C(C1CC3=CC=C(C=C3)O)C(=C(C=C2)OC)O
XKWSWANXMRXDES-UHFFFAOYSA-N,CCCCCCCC(=O)OCCC(C)C
PWDOJWCZWKWKSE-BQYQJAHWSA-N,CC1=CCCC(C1/C=C/C(C)O)(C)C
BWRVBFMWWHWLBW-UHFFFAOYSA-N,CC(C)C1C(=O)NCC(=O)NC(C(=O)NC(CC2=CN(C(C(=O)N1)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C5CCCN5C(=O)C6CCC(=O)N6)C7=CC=CC=C27)C(=O)O)CO
VFLQJBVJJLGBKM-UHFFFAOYSA-N,CCCCCCCCCCCCC(C1CCC(=O)O1)O
SGUOENJPMRQEMJ-AATRIKPKSA-N,CC(/C=C/C1(C(CC(CC1(C)O)OC2C(C(C(C(O2)CO)O)O)O)(C)C)O)O
HVHHZSFNAYSPSA-UHFFFAOYSA-N,CC1CC(=O)CC(C1=O)(C)C
WCGUUGGRBIKTOS-UHFFFAOYSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O
MPGLRLBJCNRDKU-UHFFFAOYSA-N,COC1=CC2=C(C=C1)NC3=C2C=C(C=C3)C=O
XWQSYLYFCJTIEL-JWXNOOABSA-N,C1CCN(C1)C(=O)/C=C/C=C/CC/C=C\C2=CC3=C(C=C2)OCO3
BYKNKNBUHGFXQF-VTBWALSUSA-N,C1CCN(C1)C(=O)/C=C/CCCC/C=C\C2=CC3=C(C=C2)OCO3
VBHDFZGBKBFFDM-UITAMQMPSA-N,C1CCN(C1)C(=O)CCCCCC/C=C\C2=CC3=C(C=C2)OCO3
UUHCCOYKUNWUQJ-CLTKARDFSA-N,C1CCN(C1)C(=O)CCCC/C=C\C2=CC3=C(C=C2)OCO3
WGYGSZOQGYRGIP-UHFFFAOYSA-N,CN1C(C(C(C1=O)O)C2=CC=CC=C2)C(C3=CC=CC=C3)O
QVGJMLNUOQHRAS-UHFFFAOYSA-N,CN1C2C(C(C1=O)OC2C3=CC=CC=C3)C4=CC=CC=C4
XWHBTBBUPBKDBB-CMDGGOBGSA-N,CCC(/C=C/C(C)C1CCC2C1(CCC3C2CC(=O)C4=CC(=O)CCC34C)C)C(C)C
HYALICAWDSDCPS-UHFFFAOYSA-N,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC(=O)C4=CC(=O)CCC34C)C
QQIOPZFVTIHASB-WUYCRTRWSA-N,C[C@H](CC[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
YRKLGWOHYXIKSF-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CCC(=O)O)C(=O)O
HXFMRYFLZVSZMP-UHFFFAOYSA-N,CN(C)CCC1=CC2=C(C(=C1C(=O)C(=O)C3=C(C(=C(C=C3)OC)OC)C(=O)O)OC)OCO2
GHKWPHRULCFTBB-UHFFFAOYSA-N,CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)CO)O)O)O)OC
AVBRYQRTMPHARE-UHFFFAOYSA-N,CCCCCCCCOC=O
QSWYVJWAKZGGIL-UHFFFAOYSA-N,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1O)OC6C(C(C(CO6)O)OC7C(C(C(C(O7)CO)O)O)O)O)C)C)C)(C)CO)OC8C(C(C(C(O8)C(=O)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)C)C
NQGDGFITHGCDAO-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(C(C8O)O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
PPWWANBMWAQXLQ-UHFFFAOYSA-N,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(C1)O)C)C)C)(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C
BHXVNJJNKMZPQB-UHFFFAOYSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)C)O)O)O)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
BTKYWGCMCQREJD-UHFFFAOYSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(CO8)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)O)O)O)C)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O
OGDZMTXQECKLNF-UHFFFAOYSA-N,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(CO7)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)OC
YRJVEPWBEBAMTP-UHFFFAOYSA-N,CC12CCC(CC1C3=CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)(C)C(=O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O
GBGJNKYTLIUCMX-UHFFFAOYSA-N,CC1=CC2=CC3=CC(=CC(=C3C(=C2C(=O)O1)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)OC
FRISMOQHTLZZRP-UHFFFAOYSA-N,CC1=CCOC(C1)C=C(C)C
DNAVOCNYHNNEQI-PLNGDYQASA-N,COC1=CC(=C(C=C1/C=C\C=O)OC)OC
GYYIMUXZCUHECT-UHFFFAOYSA-N,COC1=C(C(=C2C3=C1C4=CC=CC=C4C=C3NC2=O)OC)OC
JQGBUIZIHWUPHT-CSVNJIPGSA-N,CN1CC[C@]23[C@@H]4C(=O)C(=C[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O)[C@@H]6C[C@]78[C@@H]9C(=CC=C7[C@H](N6C)CC1=C8C(=C(C=C1)OC)O9)OC
ULSKNVPXNYBAQZ-MOSHPQCFSA-N,CC(=CCC/C(=C\CC1=C(C=C2CN(C(=O)C2=C1O)CCC3=CC=CC=C3)OC)/C)C
BYPYDHLERFKKKV-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)C=CC=C3O
NRBFEAZFHRHFFQ-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(C)CC(C=C(C)C)O
KRYURACLPUIPBO-UHFFFAOYSA-N,CC1=CN2CCCC2=NC1=O
NJHJXXLBWQXMRO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2C(CC3=C(C=C(C=C3O2)O)O)O)O
BBGNINPPDHJETF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O
UXICBYIGXYAKQO-DGDFVRFVSA-N,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C\CO)/C)/C)/C)/C)/C)/C)/C)/C
VXLKCFIDVJZHGS-GAZVJNJYSA-N,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC/C(=C\CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C\CO)/C)/C)/C)/C)/C)/C)/C
FWVIPKAFIXXKIW-NSAJWJIGSA-N,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C/CC/C(=C/CO)/C)/C)/C)/C)/C)/C
RFPZGZUMXXMVEL-UBSYNHCDSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O
YSXNEFJASLJGTK-UHFFFAOYSA-N,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)(CO)O
YGHHWSRCTPQFFC-UHFFFAOYSA-N,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)OC3C(C(C(C(O3)CO)O)O)O
JIBJMBHKGBDCPN-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C3=C(C=C(C=C3C=C2O1)OC)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O
RKOUCPMGBBKLNK-UHFFFAOYSA-N,CCC(C)C1CC(C(=C1)C(CC(C(C(=O)O)O)O)O)C(C)CC
MQETZQLZTJUQHR-UHFFFAOYSA-N,CCC(C)C1CC(C(=C1)C(CC(=O)CC(=O)O)O)C(C)CC
MMYFQTWHKPSUDE-UHFFFAOYSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)COC3(C(C(C(O3)CO)O)O)CO)O)O)COC4(C(C(C(O4)CO)O)O)CO)O)O)O)O
NKYXNCKZTCGVJJ-ZHEVZCJESA-N,C1=CC2=C(C=C1/C=C/CO)O[C@@H]([C@H](O2)C3=CC(=C(C=C3)O)O)CO
KQBCIGPPRFLKLS-UHFFFAOYSA-N,CC(C)C(C)CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O
OQDKHYZVFZGSRC-UHFFFAOYSA-N,CC(C)C(=C)CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O
XOSHHFGXQBEREG-UHFFFAOYSA-N,CC(C)C(C)C1C(O1)C(C)(C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O)O
BBNQTVHCXTWVJZ-UHFFFAOYSA-N,CC(C)C(C)C1C(O1)C(C)C2CCC3(C2(CCC4C3=CC(=O)C5C4(CC(C(C5)O)O)C)C)O
UPQHDDLJIDVNJE-UHFFFAOYSA-N,CC(C)C(C)CC(C(C)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
RHWDQPXMKCQCKR-UHFFFAOYSA-N,CC(C)C(C)CC(C(=C)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
JUHSHQMSDLSJCS-UHFFFAOYSA-N,CC(C)C(=C)CC(C(C)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O
QJOWFYQIUZMPRY-UHFFFAOYSA-N,CC(CC(=O)C=C(C)C)C1CC(C(C=C1)(C)O)O
RRIVQXPGYSPESH-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)C=C(C=C3O)O
NJQDJYRXLQEGRB-UHFFFAOYSA-N,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)C=C(C=C3O)OC
USBWWSIEUOUQTH-UHFFFAOYSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(C(C(OC3OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(CC8OC(=O)C)(C)C(=O)O)C)C)C)C)C(=O)O)O)O)C(=O)O)O)O)O)O
SGHJUJBYMSVAJY-UHFFFAOYSA-N,CCCCCN=C=S
KQKRRHTVZQEXBX-UHFFFAOYSA-N,CSCCCCCCCCC#N
IZJDOKYDEWTZSO-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN=C=S
JMGSTZUVIHCAAA-UHFFFAOYSA-N,CC12C(CCC3(C1C(C45C3CC(C(C4)(C(=C)C5O)O)O)C(=O)O)OC2=O)O
HJFOOTRGDAPZMV-UHFFFAOYSA-N,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)C
RRIMLWHUVCZACL-UHFFFAOYSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O
XJQKYCNSLNPXDD-XMHBHJPISA-N,COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
BIFJNBXQXNWYOL-UHFFFAOYSA-N,CNCC1=CNC2=CC=CC=C21
NUJWBDOJBSCJEG-UHFFFAOYSA-N,CC(C)C(CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)C(CC(C5(C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)O)O)C)C)(COC7C(C(C(C(O7)CO)O)O)O)O
