InChIKey,Isomeric_SMILES
TUADYTFWZPZZTP-UHFFFAOYSA-N,COC1=CC(=C(C=C1)O)N
WIIDBJNWXCWLKF-UHFFFAOYSA-N,C1=CC(=CC#N)C(C(C1O)O)OC2C(C(C(C(O2)CO)O)O)O
FBMORZZOJSDNRQ-GLQYFDAESA-N,CC1=C2C[C@H]3C(=C)CCC[C@@]3(C[C@@]2(OC1=O)O)C
WNBCMONIPIJTSB-TVKJYDDYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
BOLQJTPHPSDZHR-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCC(=O)O)O
HCFRWBBJISAZNK-UHFFFAOYSA-N,C1CC(CCC1C(=O)O)O
UCQUAMAQHHEXGD-UHFFFAOYSA-N,CC(=O)C1=CC(=C(C=C1)O)O
AGIQIKMGJVLKMA-NLRWUALESA-N,CC(=O)CC[C@H]1[C@H]2[C@@]1(C[C@@H]3[C@H](C2)C(=C)C(=O)O3)C
DGDWCRWJRNMRKX-DILZHRMZSA-N,CC(=O)OCC1=C[C@@H]([C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
DMMQXURQRMNSBM-UHFFFAOYSA-N,CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC4=C(C=C3)OCO4
AKXOIHNFHOEPHN-CQSZACIVSA-N,CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=CC=C43)OC)O
DLCJNIBLOSKIQW-UHFFFAOYSA-N,COC1=C2C(=C3C(=C1)C=CC(=O)O3)C=CO2
ZROBSNVANUBAJZ-UHFFFAOYSA-N,CC=C1CN2C3CC4=C(C2(CC1C3(CO)C(=O)OC)O)NC5=CC=CC=C45
QNBLVYVBWDIWDM-BSLJOXIBSA-N,C[C@@]1([C@@H]2C[C@@H](CC[C@@]([C@H]2CC1=O)(CO)O)C(C)(C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
YNPDFBFVMJNGKZ-UHFFFAOYSA-N,CC1=CC(=C(C=C1)O)C(=O)C
PUETUDUXMCLALY-HZPDHXFCSA-N,COC1=C(C=CC(=C1)C[C@H](CO)[C@H](CC2=CC(=C(C=C2)O)OC)CO)O
DDLLIYKVDWPHJI-RDBSUJKOSA-N,CC1=C2[C@H]([C@](C=C2C(=O)[C@](C13CC3)(C)O)(C)CO)O
DAXYUDFNWXHGBE-NRAMRBJXSA-N,CC[C@@H]1CN2CC[C@@]3([C@@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=CC=CC=C4NC3=O
KDPFMRXIVDLQKX-STQMWFEESA-N,C[C@H]1CCC=C(CC(=O)[C@@H](CC1=O)C(C)C)C
QIUOVIRIFZOCLL-UHFFFAOYSA-N,CC(=O)OCC1=COC=C2C1=CC=C2C=O
OELMAFBLFOKZJD-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCC(CC(CCC2=CC(=C(C=C2)O)OC)O)O)O
KOWMJRJXZMEZLD-WRMVBYCNSA-N,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3CO[C@H]([C@@H]3CO2)C4=CC(=C(C(=C4)OC)O)OC
UZQVYLOFLQICCT-SCSAIBSYSA-N,C=C[C@@H]1CNC(=S)O1
SOVNCTNQAWWYAQ-OQLLNIDSSA-N,CC(=CCC/C(=C/COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)/C)C
SDXKZPQOVUDXIY-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CCC2=CC(=CC(=C2)OC)O)O
VQHSOMBJVWLPSR-WUJBLJFYSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
VGMJYYDKPUPTID-UHFFFAOYSA-N,CCC1=C(C=C(C=C1)O)O
GTEXBOVBADJOQH-FWEMWIAWSA-N,COC1=CC(=O)O[C@H](C1)/C=C/C2=CC3=C(C=C2)OCO3
SXZYCXMUPBBULW-LECHCGJUSA-N,C([C@H]([C@H]1[C@H]([C@H](C(=O)O1)O)O)O)O
FWYSBEAFFPBAQU-LBPRGKRZSA-N,CC(C)([C@@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O
ZOCYQVNGROEVLU-UHFFFAOYSA-N,CC(C)CCCCCCCCCCCC(=O)O
KXGHHSIMRWPVQM-JWFUOXDNSA-N,C[C@@H]1CCC=C2[C@]1([C@H]3[C@@H](CC2=O)OOC3(C)C)C
RKFAZBXYICVSKP-AATRIKPKSA-N,C/C=C/C1=CC(=C(C=C1OC)OC)OC
IQFYYKKMVGJFEH-CSMHCCOUSA-N,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O
CUKSFECWKQBVED-INIZCTEOSA-N,CC(=CC(=O)O[C@H]1CC2=C(C=C3C(=C2)C=CC(=O)O3)OC1(C)C)C
OPUFDNZTKHPZHM-UHFFFAOYSA-N,CC(=C)C1=CC2=CC(=C(C=C2O1)O)C(=O)C
MMMUDYVKKPDZHS-UPPVCQNNSA-N,C/C=C/C#CC#CC(C(/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
XGPBRZDOJDLKOT-YRCPKEQFSA-N,C/C=C(/C)\C(=O)O[C@@H]1[C@@H](C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
QQNSARJGBPMQDI-YCRPNKLZSA-N,CC(C)C1=C(C(=C2C(=C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C(=O)O)O)OC
YVBAUDVGOFCUSG-UHFFFAOYSA-N,CCCCCC1=CC=CO1
IAJBQAYHSQIQRE-UHFFFAOYSA-N,COC1=CC(=C(C=C1C=O)OC)OC
LWESBHWAOZORCQ-UHFFFAOYSA-N,CC(=CCC1=C(C2=C(C=C1O)OC(=O)C3=C2OC4=C3C=CC(=C4)O)OC)C
XHCADAYNFIFUHF-TVKJYDDYSA-N,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
VNZNWFQJBFLELF-UHFFFAOYSA-N,C1=CC=C(C=C1)CCC2=CC(=O)C3=CC=CC=C3O2
NPNNKDMSXVRADT-WEVVVXLNSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O
UMGCIIXWEFTPOC-CUYWLFDKSA-N,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
JGDCRWYOMWSTFC-AZGSIFHYSA-N,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2[C@@H](C(=O)[C@]4([C@@]3(CC[C@@H]4C5=COC(=O)C=C5)O)C)O)O
CTJZWFCPUDPLME-UHFFFAOYSA-N,CC1(C(O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C
UGVIZCBJCSXBCJ-JWFUOXDNSA-N,C[C@@H]1CCCC2=CC(=O)[C@@H]3[C@H]([C@@]12C)C3(C)C
BGXFQDFSVDZUIW-LBPRGKRZSA-N,CC1([C@H](CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C
HQNOUCSPWAGQND-GKLNBGJFSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)O)O)O
ZHMBJOBSCRAOAO-AWEZNQCLSA-N,CC1=CC(=O)C2=C(C3=C(C=C2O1)OC([C@H](C3)OC(=O)C)(C)C)O
UTSVPXMQSFGQTM-DCXZOGHSSA-N,COC1=C2C(=C3[C@@H]4C=CO[C@@H]4OC3=C1)OC5=CC=CC(=C5C2=O)O
PMMYEEVYMWASQN-IMJSIDKUSA-N,C1[C@@H](CN[C@@H]1C(=O)O)O
RDJAFOWISVMOJY-PWNZVWSESA-N,CC1=C2CC[C@@]([C@@H]2[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)(C)O
OLBNOBQOQZRLMP-UHFFFAOYSA-N,COC1=CC(=O)C=C(C1=O)OC
PCYQRXYBKKZUSR-VHSXEESVSA-N,C1[C@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C=O
LHPRYOJTASOZGJ-UHFFFAOYSA-N,C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O
BGXFQDFSVDZUIW-UHFFFAOYSA-N,CC1(C(CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O)C
ORBITTMJKIGFNH-LLVKDONJSA-N,CC1([C@H](O1)COC2=C3C(=C(C4=C2OC(=O)C=C4)OC)C=CO3)C
NAAJVHHFAXWBOK-ZDUSSCGKSA-N,CC1=CC=C(C=C1)[C@@H](C)CC(=O)C=C(C)C
UZQVYLOFLQICCT-UHFFFAOYSA-N,C=CC1CNC(=S)O1
HOVAGTYPODGVJG-VOQCIKJUSA-N,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O
CNVZJPUDSLNTQU-SEYXRHQNSA-N,CCCCCCCCCCC/C=C\CCCCC(=O)O
CULUKMPMGVXCEI-UHFFFAOYSA-N,CN1CC2CC(C1)C3=CC=CC(=O)N3C2
MJBPUQUGJNAPAZ-UHFFFAOYSA-N,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC(=C(C=C3)O)O
PEWFWDOPJISUOK-ZDUSSCGKSA-N,CC(C)([C@H](COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)O)O
XVOHELPNOXGRBQ-UHFFFAOYSA-N,CC1=CC(=O)C2=C(CC(=CCC1)C)OC=C2C
RSAHICAPUYTWHW-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCC(CC(=O)CCC2=CC(=C(C=C2)O)OC)O)O
LSPHULWDVZXLIL-QUBYGPBYSA-N,C[C@@]1(CC[C@H](C1(C)C)C(=O)O)C(=O)O
VAMJZLUOKJRHOW-XEASWFAXSA-N,C/C=C\1/CN2CCC3=C([C@@H]2C[C@@H]1/C(=C/OC)/C(=O)OC)NC4=CC=CC=C34
QZBUWPVZSXDWSB-RYUDHWBXSA-N,C1C[C@H]2C(=O)N[C@H](C(=O)N2C1)CC3=CC=CC=C3
LKUDPHPHKOZXCD-UHFFFAOYSA-N,COC1=CC(=CC(=C1)OC)OC
KKVZAVRSVHUSPL-GQCTYLIASA-N,COC1=CC=CC=C1/C=C/C=O
ADFOLUXMYYCTRR-OKILXGFUSA-N,C[C@H](CC1=CC(=C(C=C1)O)OC)[C@@H](C)CC2=CC(=C(C=C2)O)OC
ADFCQWZHKCXPAJ-UHFFFAOYSA-N,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
NYSZJNUIVUBQMM-BQYQJAHWSA-N,COC1=CC(=CC(=C1C(=O)/C=C/C2=CC=CC=C2)O)O
UVJYAKBJSGRTHA-ZCRGAIPPSA-N,CC1=CC[C@@]23[C@@H]1[C@@H]4[C@@H](CC[C@@]2(O3)C)C(=C)C(=O)O4
XHALVRQBZGZHFE-BBOMDTFKSA-N,COC(=O)[C@@H](CC1=CC(=C(C=C1)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O
MVJHUMZXIJPVHV-UHFFFAOYSA-N,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)O
FADFGCOCHHNRHF-VAWYXSNFSA-N,CCCCCCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC
VJILFEGOWCJNIK-MGRBZGILSA-N,C1CN2CC3=CC4=C(C=C3[C@H]5[C@H]2[C@H]1C[C@@H]([C@H]5O)O)OCO4
HJGURBGBPIKRER-UHFFFAOYSA-N,CC(=CCC1=CC2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)C
GWTUHAXUUFROTF-DUXPYHPUSA-N,C1C(C(C(CC1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O)O
ZMXJAEGJWHJMGX-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)OC
WBHHMMIMDMUBKC-QJWNTBNXSA-N,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O
AGABNGOXUSXQDD-XKGFZTIGSA-N,C/C=C(/C)\C(=O)O[C@H]1CC2=C(C=C3C(=C2)C=CC(=O)O3)OC1(C)C
JODRRPJMQDFCBJ-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C=O)O
YIIRVUDGRKEWBV-FZOOCBFYSA-N,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\C=COC3=O)(C)CO)O
WMBOCUXXNSOQHM-FLIBITNWSA-N,CCC/C=C\1/C2=CC=CC=C2C(=O)O1
RAGZUCNPTLULOL-ZLCRQKIYSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2C[C@@](C[C@@H]([C@@H]2O)O)(C(=O)O)O)O
JFJWMFPFMLRLMI-UHFFFAOYSA-N,C1C(C2=C(C1=O)OC(=O)C3=CC(=C(C(=C32)O)O)O)C(=O)O
RSDDHGSKLOSQFK-RVDMUPIBSA-N,CC(=CCC/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)C
SDIVYZXRQHWCKF-VIFPVBQESA-N,C1CN2C(=NC3=CC=CC=C3C2=O)[C@H]1O
UCDVIBNDYLUWFP-MJTHGBBVSA-N,C[C@@]12CCC(=O)C([C@H]1C[C@H]([C@]34[C@H]2CC[C@H]([C@H]3O)C(=C)C4=O)O)(C)C
KVWWIYGFBYDJQC-UHFFFAOYSA-N,CCCCCC1C(CCC1=O)CC(=O)OC
NQRBAPDEZYMKFL-UHFFFAOYSA-N,COC1=C(C(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O)OC
MZNIJRAPCCELQX-AWOKGZDASA-N,COC(=O)[C@@]1(C[C@H]([C@H]([C@@H](C1)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O)O
OFSAJYZMIPNPHE-UHFFFAOYSA-N,CC(=O)NCCC1=CC(=C(C=C1)O)O
DSCFFEYYQKSRSV-MBXCVVGISA-N,COC1[C@@H]([C@H](C([C@@H]([C@H]1O)O)O)O)O
LSZONYLDFHGRDP-LBPRGKRZSA-N,CC1([C@@H](O1)CC2=C(C=CC3=C2OC(=O)C=C3)OC)C
JMIAZDVHNCCPDM-PFDNRQJHSA-N,C[C@H]1[C@@H]2CN3CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O
WTOYNNBCKUYIKC-JMSVASOKSA-N,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C
CTJZWFCPUDPLME-LLVKDONJSA-N,CC1([C@H](O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C
PGLIMMMHQDNVRS-YZQQHVNFSA-N,COC1=C(C=CC(=C1)/C=C/COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
FBPFZTCFMRRESA-FBXFSONDSA-N,C([C@H]([C@H]([C@H]([C@H](CO)O)O)O)O)O
HIXDQWDOVZUNNA-UHFFFAOYSA-N,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)OC
GSSPKCPIRDPBQE-UHFFFAOYSA-N,CC1=C(C=CC2=C1C=CC3=CC(=CC(=C32)C=C)O)O
ATJVZXXHKSYELS-FNORWQNLSA-N,CCOC(=O)/C=C/C1=CC(=C(C=C1)O)OC
PDDXWOMYBJCSQB-NEPJUHHUSA-N,C[C@@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C[C@@H]1C)OC)OC)OC)O)OCO3
JRKPLTBLTYEYJJ-WEVVVXLNSA-N,COC1=CC=C(C=C1)CCNC(=O)/C=C/C2=CC(=C(C=C2)O)O
MRIXVKKOHPQOFK-UHFFFAOYSA-N,COC1=CC(=C(C=C1)C(=O)O)O
OWMJDOUOHDOUFG-FNCQTZNRSA-N,C1=CC=C(C=C1)CCC(=O)/C=C/C=C/C2=CC=CC=C2
FIMXSEMBHGTNKT-UPGAHCIJSA-N,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)O
FOSYZKSOJUQLTD-NHPMXQBPSA-N,C[C@@H]1C[C@@H]2[C@@H](C2(C)C)[C@@H]3C=C([C@H]([C@]4([C@@]1(C3=O)C=C([C@@H]4O)C)O)O)C
DCNRYQODUSSOKC-MMLVVLEOSA-N,C[C@@H]1C[C@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)OC(=O)C)C(=C)C(=O)O2
DRTQHJPVMGBUCF-PSQAKQOGSA-N,C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)CO)O)O
YKGCBLWILMDSAV-SFHVURJKSA-N,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)C[C@H](O2)C3=CC=C(C=C3)O)C
OQWKEEOHDMUXEO-BQYQJAHWSA-N,CCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC
VELYAQRXBJLJAK-XKKWFBPMSA-N,C[C@@]1(C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
LWCKQMHMTSRRAA-CYBMUJFWSA-N,CC1=CCCC2=C[C@H](C3=C(C1)OC=C3C)OC2=O
RETRVWFVEFCGOK-RMKNXTFCSA-N,CC(=CCC1=C(C=CC(=C1)C(=O)/C=C/C2=C(C(=C(C=C2)O)O)OC)O)C
APEJMQOBVMLION-VOTSOKGWSA-N,C1=CC=C(C=C1)/C=C/C(=O)N
ZEGGZNOPAPRAIG-SPFKKGSWSA-N,CC(C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
AWOGQCSIVCQXBT-LATRNWQMSA-N,COC1=C(C=C(C=C1)[C@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC5=C(C=C4)OCO5)OC
GLDVIKFETPAZNV-UHFFFAOYSA-N,CC(=CCC1=CC2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)CC=C(C)C)C
SGWZVZZVXOJRAQ-UHFFFAOYSA-N,CC1=CC(=CC(=C1O)C)O
XRDJYSVGPBJZSG-PSDLAXTLSA-N,CC1=COC2=C1[C@@H]([C@H]3C(=C)[C@H]4C[C@H]4[C@@]3(C2)C)O
DBMJZOMNXBSRED-OQLLNIDSSA-N,CC(=CCC/C(=C/COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/C)C
ZVXWFPTVHBWJOU-YYFGDFGFSA-N,C1=C([C@@H]2[C@H]([C@H]1O)C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)CO
WZUODJNEIXSNEU-UHFFFAOYSA-N,COC1=CC(=C(C=C1)C=O)O
ANNNBEZJTNCXHY-NSCUHMNNSA-N,COC1=C(C=CC(=C1)/C=C/C2=CC(=CC(=C2)O)O)O
CMUHFUGDYMFHEI-QMMMGPOBSA-N,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N
RBRPTFMVULVGIC-ZTIIIDENSA-N,C[C@H]1C[C@H]2[C@H](CC=C1/C=C/C(=O)C)C(=C)C(=O)O2
IQHPDUUSMBMDGN-WEVVVXLNSA-N,CC1(C=CC2=C(O1)C=CC(=C2O)C(=O)/C=C/C3=CC=C(C=C3)O)C
ZBHUUXLHDOUMKM-REZTVBANSA-N,CC(=CCC/C(=C/CC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)/C)C
QKUFZFLZBUSEHN-CIGJXOAISA-N,CC1=C([C@@H]([C@H]2[C@@H](C1)OC(=O)C2=C)O)[C@@H](C)CCCOC(=O)C
PGFKZUOYIFDMQJ-UHFFFAOYSA-N,COC1=C(C(=O)N2C3=CC=CC=C3C4=C2C1=NC=C4)O
FEGVSPGUHMGGBO-VOTSOKGWSA-N,COC1=CC=CC=C1/C=C/C(=O)O
BDXYPHKGNUGUFG-QDEBKDIKSA-N,C/C=C/1\CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
ULZFTGWWPHYLGI-RBZFPXEDSA-N,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)OC)O)OC2=C(C=C(C=C2OC)CC=C)OC
YTFVRYKNXDADBI-SNAWJCMRSA-N,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O
QYEMUDHNCZHUKC-JTSKRJEESA-N,COC1=C(C2=C(C[C@H]3C4=CC(=C(C=C4CC[N@@+]3(C2)[O-])OC)OC)C=C1)OC
PRZVXHGUJJPSME-CZMSZWGTSA-N,C[C@H]1CC(=O)[C@]2([C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O
DZAIOXUZHHTJKN-UHFFFAOYSA-N,C(C(CO)O)C(=O)O
QNFBKOHHLAWWTC-UHFFFAOYSA-N,COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC
IAMNVCJECQWBLZ-UHFFFAOYSA-N,CC1=C(C=CC(=C1)O)C(=O)C
ZOQCEVXVQCPESC-VMPITWQZSA-N,CCOC(=O)/C=C/C1=CC=C(C=C1)O
IDONYWHRKBUDOR-IBEHDNSVSA-N,CC(=O)CCC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
DAXSYTVXDSOSIE-HNJRGHQBSA-N,CC1=C([C@@]2(CC[C@H]([C@@]([C@H]2CC1)(C)CO)O)C)CCC3=CCOC3=O
LHFKHAVGGJJQFF-UEOYEZOQSA-N,C/C=C/C=C/C=C\CC/C=C/C(=O)NCC(C)(C)O
LZERJKGWTQYMBB-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O
XRLPSAYLYDMYGX-UETKAVOHSA-N,C1=COC2=CC(=C(C=C21)/C=C\C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
LXBHHIZIQVZGFN-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C(=O)C)O
GMTJIWUFFXGFHH-WPAOEJHSSA-N,C[C@@H]1C[C@@H]2[C@H]3[C@@H]([C@H]1C)C4=CC5=C(C=C4O[C@@]36C(=CC2=O)OCO6)OCO5
ITDOFWOJEDZPCF-AATRIKPKSA-N,C/C=C/C1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC
DHUCMVAZNHOIPY-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCC(CCCCC2=CC=CC=C2)O)O
RAGZUCNPTLULOL-KQJPBSFVSA-N,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2C[C@](C[C@H]([C@@H]2O)O)(C(=O)O)O)O
VOOYTQRREPYRIW-LBPRGKRZSA-N,COC1=CC(=O)O[C@H](C1)CCC2=CC=CC=C2
XDKYBPGIBVMHHB-KPKJPENVSA-N,CC(=CCC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)C
DCULYKVTBAXAER-XETVFITMSA-N,CC(=O)O[C@@H]1C(=C)[C@@H]2CC[C@@H]3[C@]1(C2)C(=O)[C@H]([C@H]4[C@]35CO[C@@H](C4(C)C)CC5=O)O
AZKVWQKMDGGDSV-BCMRRPTOSA-N,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O
QWQSMEDUZQDVLA-KPHNHPKPSA-N,C[C@@H]1CC[C@H]2C(=C)C(=O)O[C@]23[C@H]1CC[C@@]4([C@H]3O4)C
CWMIROLCTHMEEO-JJXSEGSLSA-N,C1=CC=C(C=C1)CCC2=CC(=O)C3=C(O2)[C@H]([C@@H]([C@@H]([C@H]3O)O)O)O
HJBWJAPEBGSQPR-GQCTYLIASA-N,COC1=C(C=C(C=C1)/C=C/C(=O)O)OC
QQKAHDMMPBQDAC-CQSZACIVSA-N,COC1=C(C2=C3[C@@H](CC4=CC=CC=C42)NCCC3=C1)OC
DYSOIAQEKRDXRB-UHFFFAOYSA-N,CC(=O)OC1CC2C(=O)OC(CC2(C3C1C4CC(C3)OC4=O)C)C5=COC=C5
YLTGFGDODHXMFB-UHFFFAOYSA-N,CC(=O)C1=CC(=C(C=C1)OC)O
LGZSMXJRMTYABD-MDZDMXLPSA-N,CCCCCCC/C=C/C(=O)CCC1=CC(=C(C=C1)O)OC
CGIBCVBDFUTMPT-RMKNXTFCSA-N,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2OC)OC)O
VXWUBYBAUIHOHG-DTLFHODZSA-N,C1=CC2=CC(=O)O[C@@H]2[C@H]([C@@H]1O)O
HOVAGTYPODGVJG-XUUWZHRGSA-N,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
UQSRXQMIXSZGLA-UHFFFAOYSA-N,CCOC(=O)C1=C(C=C(C=C1C)O)O
AUTZLTCWRDPAPV-UHFFFAOYSA-N,CC1=C(C(=C2C(=C1O)C(=O)C(=CO2)CC3=CC4=C(C=C3)OCO4)C)O
CAMYXILYLXYDFE-MIVOEOINSA-N,C1=CC2=C(C=CO2)C(=C1/C=C\C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
ZSBXGIUJOOQZMP-KYEXWDHISA-N,C1C[C@@H]2[C@H]3CCCN4[C@@H]3[C@@H](CCC4)CN2C(=O)C1
LYKDOWJROLHYOT-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(=O)C)O
PHMHDRYYFAYWEG-NSCUHMNNSA-N,COC1=C(C=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O)O
ZDKZHVNKFOXMND-NBEYISGCSA-N,C[C@H]1CC[C@H]2[C@@H]1C(=O)OC=C2C
YGPSJZOEDVAXAB-MRVPVSSYSA-N,C1=CC=C(C(=C1)C(=O)C[C@H](C(=O)O)N)N
MEHHCBRCXIDGKZ-UHFFFAOYSA-N,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C=C(O2)C3=CC=C(C=C3)O)C
JRIBPWOXWIRQOQ-GHAIFCDISA-N,C/C=C(/C)\C(=O)OC(C)(C)[C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3
FIEYHAAMDAPVCH-UHFFFAOYSA-N,CC1=NC2=CC=CC=C2C(=O)N1
DQNGMIQSXNGHOA-UHFFFAOYSA-N,CCCC=C1C2=C(C(C(CC2)O)O)C(=O)O1
MUYJSOCNDLUHPJ-XVNBXDOJSA-N,COC1=C(C=CC(=C1)CCC(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
ZTVSGQPHMUYCRS-SWLSCSKDSA-N,CC1=C2C[C@H]3C(=C)CCC[C@@]3(C=C2OC1=O)C
KVOJTUXGYQVLAJ-UHFFFAOYSA-N,CC1=CC(=O)OC2=CC(=C(C=C12)O)O
VOCGSQHKPZSIKB-FQEVSTJZSA-N,CC(=CCC1=CC2=C(C=C1OC)O[C@@H](CC2=O)C3=CC=C(C=C3)O)C
GNWNPLBSEQDDQV-VRBKASCLSA-N,CC1=CC(=O)[C@@H]2[C@H](C1)O/C(=C\C=C(C)C)/[C@]2(C)O
DCSCXTJOXBUFGB-JGVFFNPUSA-N,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
